rvbank_star_name,n_observations_rvbank,archive_hostname,planet_name,match_method,match_note,orbital_period_days,orbital_period_err_upper_days,orbital_period_err_lower_days,semi_major_axis_au,semi_major_axis_err_upper_au,semi_major_axis_err_lower_au,eccentricity,eccentricity_err_upper,eccentricity_err_lower,omega_argument_of_periastron_deg,omega_err_upper_deg,omega_err_lower_deg,rv_semi_amplitude_m_s,rv_semi_amplitude_err_upper_m_s,rv_semi_amplitude_err_lower_m_s,inclination_deg,inclination_err_upper_deg,inclination_err_lower_deg,time_of_periastron_days,transit_mid_time_days,planet_mass_mjup,planet_mass_err_upper_mjup,planet_mass_err_lower_mjup,planet_mass_provenance,planet_mass_mearth,planet_mass_err_upper_mearth,planet_radius_rearth,planet_radius_rjup,discoverymethod,disc_facility,disc_year,parameter_reference,supplemented_parameters,supplement_reference,controversial_flag,stellar_teff_k,stellar_mass_msun,stellar_radius_rsun,stellar_fe_h_dex,stellar_logg_cgs,v_magnitude,distance_pc,n_planets_in_system
HD63765,130,HD 63765,HD 63765 b,direct,,358,1,-1,0.94,0.02,-0.02,0.24,0.04,-0.04,122,13,-13,20.9,1.3,-1.3,,,,2454404,,0.53,0.03,-0.03,Msini,168.4499,9.5349,14.2,1.27,Radial Velocity,La Silla Observatory,2011,S&eacute;gransan et al. 2011,,,0,5449,0.65,0.83,-0.16,4.41,8.1,32.5376,1
HD7199,129,HD 7199,HD 7199 b,direct,,615,7,-7,1.36,0.02,-0.02,0.19,0.16,-0.16,155,90,-64,7.8,0.6,-0.6,1.496,,,2455030,,11.45,,,Mass,3639.13526,,,,Radial Velocity,La Silla Observatory,2011,Dumusque et al. 2011,,,0,5371,0.77,0.97,0.32,4.35,8.06,36.1531,1
GJ1132,128,GJ 1132,GJ 1132 c,direct,,8.929,0.0008,-0.0008,0.0476,0.0017,-0.0017,0.19,,,,,,2.69,0.25,-0.25,,,,,2457505.94,0.00915588,0.00084952,-0.00084952,Msini,2.91,0.27,1.52,0.135,Radial Velocity,La Silla Observatory,2018,Bonfils et al. 2018,,,0,3090,0.198,0.226,-0.18,5.02,13.68,12.613,2
GJ1132,128,GJ 1132,GJ 1132 b,direct,,1.62892911,2.9e-07,-3e-07,0.0157,0.00013,-0.00013,0.0118,0.047,-0.0099,-95.8,5.5,-130,2.98,0.3,-0.3,88.16,0.19,-0.18,2459280.149,2459280.99,0.00578,0.0006,-0.00059,Mass,1.83704819,0.19069704,1.19151465,0.1063,Transit,Cerro Tololo Inter-American Observatory,2015,Berta-Thompson et al. 2015,,,0,3229,0.1945,0.2211,-0.17,5.037,13.68,12.613,2
HD94771,128,HD 94771,HD 94771 b,direct,,2164,21,-20,3.48,0.03,-0.03,0.39,0.05,-0.04,90,8,-8,8,0.4,-0.4,,,,2455485,,0.53,0.03,-0.03,Msini,169,9,14.2,1.27,Radial Velocity,La Silla Observatory,2023,Frensch et al. 2023,,,0,5631,1.2,1.903,0.22,3.94,7.37,57.7807,1
HD175607,127,HD 175607,HD 175607 b,direct,,29.01,0.02,-0.02,,,,0.11,0.09,-0.07,142,52,-52,2.37,0.29,-0.3,0.1865,,,2455532.17,,7.728,,,Mass,2456.177929,,,,Radial Velocity,La Silla Observatory,2015,Mortier et al. 2016,,,0,5392,0.71,0.7,-0.62,4.64,8.6,40.3303,1
BD-194086,126,K2-233,K2-233 d,simbad,,24.3681,0.0013,-0.0014,0.1516,0.003,-0.003,0.18,0.09,-0.09,168,20,-25,2.72,0.66,-0.7,89.62,0.24,-0.18,2458009.27,2458005.58,0.03240742,0.00755124,-0.00818051,Mass,10.3,2.4,2.363,0.2108131,Transit,K2,2018,David et al. 2018,,,0,4796,0.79,0.71,-0.082,4.53,10.883,67.5062,3
BD-194086,126,K2-233,K2-233 c,simbad,,7.06024,0.00044,-0.00043,0.0664,0.0013,-0.0013,0,,,90,,,1.81,0.71,-0.67,89.57,0.29,-0.35,2457586.862,2457586.862,0.01447322,0.00566343,-0.0053488,Mass,4.6,1.8,1.272,0.11348043,Transit,K2,2018,David et al. 2018,,,0,4796,0.79,0.71,-0.082,4.53,10.883,67.5062,3
BD-194086,126,K2-233,K2-233 b,simbad,,2.467583,6.2e-05,-6.7e-05,0.03293,0.00066,-0.00066,0,,,90,,,1.31,0.81,-0.74,88.86,0.72,-0.66,2457991.69,2457991.69,0.00755124,0.00471953,-0.00409026,Mass,2.4,1.5,1.315,0.11731664,Transit,K2,2018,David et al. 2018,,,0,4796,0.79,0.71,-0.082,4.53,10.883,67.5062,3
HD206893,126,HD 206893,HD 206893 c,direct,,2290,30,-30,3.74,0.02,-0.03,0.283,0.019,-0.017,27,5,-5,,,,142.5,0.9,-0.8,,,11.1,0.4,-0.5,Mass,3527.895318,127.1313628,16.36511182,1.46,Imaging,European Southern Observatory,2022,Hinkley et al. 2023,,,0,6500,1.31,1.31116,,4.45,6.68804,40.7583,2
HD206893,126,HD 206893,HD 206893 b,direct,,11100,200,-200,10.75,0.08,-0.08,0.069,0.011,-0.012,102,7,-5,,,,142,0.4,-0.5,,,19.5,1.4,-1.3,Mass,6197.653936,444.9597698,14.01122587,1.25,Imaging,Gemini Observatory,2021,Ward-Duong et al. 2021,,,0,6500,1.31,1.31116,,4.45,6.68804,40.7583,2
HD207832,126,HD 207832,HD 207832 b,direct,,160.07,0.23,-0.23,0.586,0.032,-0.032,0.197,0.053,-0.053,1,16,-16,20.73,0.91,-0.91,,,,2463276.9,,0.56,0.091,-0.091,Msini,177.9848,28.92253,14.2,1.26,Radial Velocity,W. M. Keck Observatory,2012,Haghighipour et al. 2012,,,0,5726,1.05,0.89,0.14,4.48,8.78,58.9291,2
HD207832,126,HD 207832,HD 207832 c,direct,,1155.7,71.9,-37,2.112,0.087,-0.045,0.27,0.22,-0.1,121.6,32.4,-76.5,15.3,5.2,-1,,,,,,0.73,0.18,-0.05,Msini,232.0159,57.2094,14,1.25,Radial Velocity,W. M. Keck Observatory,2012,Haghighipour et al. 2012,,,0,5710,0.94,0.901,0.06,4.502,8.78,58.9291,2
HD208487,126,HD 208487,HD 208487 b,direct,,129.36,0.02,-0.02,0.53,0,0,0.37,0.01,-0.01,63,0.6,-0.6,18.28,0.29,-0.4,,,,2451001,,0.46,0.01,0,Msini,146.2010672,3.17828407,14.3,1.27,Radial Velocity,Anglo-Australian Telescope,2004,Tinney et al. 2005,,,0,6134,1.15,1.16,0.09,4.34,7.47,45.147,1
GJ3470,125,GJ 3470,GJ 3470 b,direct,,3.3366496,3.9e-06,-3.3e-06,0.0355,0.0019,-0.0019,0.017,0.016,-0.012,1.7,0.96,-1.2,13.4,1.2,-1.2,89.13,0.26,-0.34,,2455983.704,0.04373407,0.0047195,-0.0047195,Mass,13.9,1.5,4.57,0.40770809,Radial Velocity,La Silla Observatory,2012,Bonfils et al. 2012,,,0,3600,0.539,0.547,0.2,4.695,12.332,29.4214,1
HD117207,123,HD 117207,HD 117207 b,direct,,2621.75,8.37,-8.53,3.787,0.034,-0.035,0.157,0.013,-0.013,90.217,5.275,-5.523,27.78,0.33,-0.33,76.6,9.3,-12,2455978.9,2453356,2.106,0.16,-0.089,Mass,669.3466251,50.85254512,13.4,1.19,Radial Velocity,W. M. Keck Observatory,2004,Marcy et al. 2005,,,0,5732,1.053,1.074,0.19,4.371,7.26,32.3547,1
HD217987,123,GJ 887,GJ 887 e,direct,,4.4249,0.00014,-0.00013,0.0417,0.0014,-0.0015,,,,,,,0.91,0.1,-0.1,,,,,2453488.05,0.00459367,0.00059781,-0.00056634,Msini,1.46,0.19,1.12,0.0999,Radial Velocity,Multiple Observatories,2026,Hartogh et al. 2026,,,0,3688,0.495,0.468,-0.06,4.156,7.56,3.28679,4
HD217987,123,GJ 887,GJ 887 c,direct,,21.784,0.004,-0.004,0.121,0.004,-0.005,0.17,0.06,-0.06,200,110,-140,2.54,0.27,-0.27,,,,,2453498.2,0.02045129,0.00314635,-0.00283172,Msini,6.5,1,2.43,0.217,Radial Velocity,La Silla Observatory,2020,Jeffers et al. 2020,,,0,3688,0.495,0.468,-0.06,4.156,7.56,3.28679,4
HD217987,123,GJ 887,GJ 887 b,direct,,9.2619,0.0005,-0.0005,0.0683,0.0022,-0.0024,0.14,0.06,-0.06,180,130,-130,2,0.17,-0.17,,,,,2453492.75,0.01227077,0.00157318,-0.00157318,Msini,3.9,0.5,1.8,0.161,Radial Velocity,La Silla Observatory,2020,Jeffers et al. 2020,,,0,3688,0.495,0.468,-0.06,4.156,7.56,3.28679,4
HD217987,123,GJ 887,GJ 887 d,direct,,50.77,0.05,-0.05,0.212,0.007,-0.008,,,,,,,1.7,0.4,-0.4,,,,,2453496,0.01919275,0.00440489,-0.00440489,Msini,6.1,1.4,2.34,0.209,Radial Velocity,Multiple Observatories,2026,Hartogh et al. 2026,,,0,3688,0.495,0.468,-0.06,4.156,7.56,3.28679,4
HD45364,123,HD 45364,HD 45364 c,direct,,345.43,0.54,-0.57,0.902,0.001,-0.001,0.019,0.011,-0.01,244,54,-68,18.15,0.25,-0.24,,,,2453306,,0.549,0.0075,-0.0074,Msini,174.4877954,2.38371305,14.2,1.26,Radial Velocity,La Silla Observatory,2008,Correia et al. 2009,,,0,5466,0.82,0.89,-0.17,4.38,8.08,34.354,2
HD45364,123,HD 45364,HD 45364 b,direct,,225.79,0.81,-0.76,0.6793,0.0016,-0.0015,0.067,0.016,-0.016,92,22,-25,7.23,0.24,-0.24,,,,2453374,,0.1893,0.0062,-0.0063,Msini,60.16491745,1.97053612,9.03,0.805,Radial Velocity,La Silla Observatory,2008,Correia et al. 2009,,,0,5466,0.82,0.89,-0.17,4.38,8.08,34.354,2
TOI125,123,TOI-125,TOI-125 b,direct,,4.65382,0.00033,-0.00031,0.05186,0.00086,-0.00077,0.194,0.041,-0.036,-37,12,-14,4.11,0.36,-0.36,88.92,0.71,-0.6,,2458355.355,0.02989019,0.00276878,-0.00276878,Mass,9.5,0.88,2.726,0.24319743,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,Quinn et al. 2019,,,0,5320,0.859,0.848,-0.02,4.516,11.023,111.059,3
TOI125,123,TOI-125,TOI-125 c,direct,,9.15059,0.0007,-0.00082,0.0814,0.0013,-0.0013,0.066,0.07,-0.047,70,100,-110,2.25,0.33,-0.33,88.54,0.41,-0.19,,2458361.908,0.02086021,0.00311487,-0.00311487,Mass,6.63,0.99,2.759,0.24614149,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,Quinn et al. 2019,,,0,5320,0.859,0.848,-0.02,4.516,11.023,111.059,3
TOI125,123,TOI-125,TOI-125 d,direct,,19.98,0.005,-0.0056,0.137,0.0022,-0.0022,0.168,0.088,-0.062,46,23,-44,3.61,0.31,-0.31,88.795,0.18,-0.1,,2458342.852,0.04279017,0.0037756,-0.0037756,Mass,13.6,1.2,2.93,0.26139709,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,Nielsen et al. 2020,,,0,5320,0.859,0.848,-0.02,4.516,11.023,111.059,3
HD103774,122,HD 103774,HD 103774 b,direct,,5.8881,0.0005,-0.0005,0.07,0.001,-0.001,0.09,0.04,-0.04,-42,64,-64,34.3,1.8,-1.8,,,,2455675.4,,0.367,0.022,-0.022,Msini,116,7,13.3,1.19,Radial Velocity,La Silla Observatory,2013,Lo Curto et al. 2013,,,0,6489,1.335,1.581047,0.28,4.26,7.13463,56.4089,1
HD204313,121,HD 204313,HD 204313 b,direct,,2041.11539,1.68088,-1.86675,3.185,0.13,-0.143,0.1,0.003,-0.003,286.99,1.625,-1.784,69.433,0.308,-0.323,72.917,31.372,-21.476,2449883.77,,4.615,1.29,-0.306,Mass,1466.778098,409.998645,12.9,1.15,Radial Velocity,La Silla Observatory,2010,S&eacute;gransan et al. 2010,,,0,5767,1.03,1.1,0.18,4.37,7.99,47.7945,3
HD204313,121,HD 204313,HD 204313 e,direct,,7325.64666,399.88029,-369.05892,7.457,0.399,-0.427,0.253,0.071,-0.065,244.536,10.447,-12.136,11.061,0.779,-0.643,176.092,0.963,-2.122,2449883.77,,15.317,4.89,-5.183,Mass,4868.17771,1554.18091,12.2,1.09,Radial Velocity,Multiple Observatories,2022,Feng et al. 2022,,,0,5767,1.03,1.1,0.18,4.37,7.99,47.7945,3
HD204313,121,HD 204313,HD 204313 c,direct,,34.95875,0.0105,-0.01156,0.211,0.009,-0.01,0.059,0.051,-0.041,309.05,65.124,-126.675,3.313,0.172,-0.157,,,,2449883.77,,0.054,0.005,-0.005,Msini,17.16273398,1.58914204,4.31,0.385,Radial Velocity,La Silla Observatory,2015,D&iacute;az et al. 2016,,,0,5767,1.03,1.1,0.18,4.37,7.99,47.7945,3
GJ221,120,BD-06 1339,BD-06 1339 b,simbad,,3.8728,0.0004,-0.0004,0.0428,0.0007,-0.0007,0,,,0,,,4.4,0.6,-0.6,0.3243,,,2455220.5,,4.792,,,Mass,1523.033726,,,,Radial Velocity,La Silla Observatory,2013,Lo Curto et al. 2013,,,1,4324,0.7,0.686355,-0.14,4.74,9.7,20.2695,2
GJ221,120,BD-06 1339,BD-06 1339 c,simbad,,125.94,0.44,-0.44,0.435,0.007,-0.007,0.31,0.11,-0.11,41,55,-55,9.1,2.9,-2.9,,,,2455265.2,,0.17,0.03,-0.03,Msini,53,8,8.38,0.747,Radial Velocity,La Silla Observatory,2013,Lo Curto et al. 2013,,,0,4324,0.7,0.686355,-0.14,4.74,9.7,20.2695,2
TYC4947-834-1,120,K2-229,K2-229 c,simbad,,8.32727,0.00041,-0.00043,0.0769,0.0003,-0.0003,0,,,,,,,,,87.94,0.18,-0.18,,2457586.343,0.02202446,0.01258541,-0.01258541,Mass,7,4,2.03,0.18110447,Transit,K2,2018,Mayo et al. 2018,,,0,5315,0.87,0.79,-0.09,4.59,10.985,102.564,2
TYC4947-834-1,120,K2-229,K2-229 b,simbad,,0.584216,2.2e-05,-2.2e-05,0.0131,0,0,0,,,,,,2.2,0.36,-0.37,89.7,4,-4,,2457646.567,0.0080232,0.00119561,-0.00119561,Mass,2.55,0.38,1,0.08921418,Transit,K2,2018,Mayo et al. 2018,,,0,5315,0.87,0.79,-0.09,4.6,10.985,102.564,2
HD15337,118,HD 15337,HD 15337 b,direct,,4.7559804,6.2e-06,-3.7e-06,0.05245,0.00085,-0.00072,0.058,0.022,-0.016,71.62,52.51,-40.3,2.82,0.15,-0.15,89.3,0.48,-0.57,,2458411.462,0.02051107,0.00128686,-0.00125854,Mass,6.519,0.409,1.77,0.1579091,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,Gandolfi et al. 2019,,,0,5131,0.829,0.855,0.03,4.48,9.1,44.8155,2
HD15337,118,HD 15337,HD 15337 c,direct,,17.180546,2.1e-05,-2.6e-05,0.1235,0.002,-0.0017,0.096,0.059,-0.045,56.63,77.89,-63.3,1.92,0.36,-0.32,88.41,0.07,-0.07,,2458414.552,0.02137002,0.00409655,-0.00359628,Mass,6.792,1.302,2.526,0.22535501,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,Gandolfi et al. 2019,,,0,5131,0.829,0.855,0.03,4.48,9.1,44.8155,2
HD215497,118,HD 215497,HD 215497 b,direct,,3.93404,0.00066,-0.00066,0.05,0,0,0.16,0.09,-0.09,96,34,-34,3,0.3,-0.3,0.2301,,,2454858.95,,4.999,,,Mass,1588.824207,,,,Radial Velocity,La Silla Observatory,2009,Lo Curto et al. 2010,,,0,5110,0.67,0.85,0.2,4.4,8.96,40.5468,2
HD215497,118,HD 215497,HD 215497 c,direct,,566,4,-4,1.31,0.02,-0.02,0.47,0.03,-0.04,42,4,-4,10.1,0.65,-0.65,90,,,2454431,,0.35,0.02,-0.02,Mass,111.2399425,6.35656814,13,1.16,Radial Velocity,La Silla Observatory,2009,Lo Curto et al. 2010,,,0,5113,0.92,0.85,0.23,4.31,8.96,40.5468,2
GJ4130,117,HD 189733,HD 189733 b,simbad,,2.21857567,1.5e-07,-1.5e-07,0.03126,0.00036,-0.00036,0,,,20,37,-50,205,6,-6,85.71,0,0,2457929.288,2453955.526,1.13,0.08,-0.08,Mass,359.1479,25.4264,12.66617,1.13,Radial Velocity,Haute-Provence Observatory,2005,Bouchy et al. 2005,,,0,5052,0.79,0.75,-0.02,4.49,7.67,19.7638,1
GJ86,117,GJ 86,GJ 86 b,direct,,15.76491,0.00039,-0.00039,0.11,0,0,0.04,0.01,-0.01,260,3,-3,376.7,2.9,-2.9,,,,2451225.1,,4.42,0.2,-0.2,Msini,1404.8086,63.566,12.9,1.15,Radial Velocity,La Silla Observatory,1999,Queloz et al. 2000,,,0,5182,0.93,0.77,-0.22,4.63,6.12,10.7836,1
HD285968,117,HD 285968,HD 285968 b,direct,,8.7836,0.0054,-0.0054,0.066,,,0,,,0,,,4.12,0.52,-0.52,,,,2454399.79,2455191,0.026,,,Msini,8.4,,2.83,0.253,Radial Velocity,La Silla Observatory,2008,Forveille et al. 2009,,,0,3703.49,0.5,0.478214,-0.1,4.74889,9.95,9.47045,1
HD216437,116,HD 216437,HD 216437 b,direct,,1359,1,-1,2.57,0.04,-0.04,0.31,0.01,-0.01,65,2,-2,39.08,1.07,-1.04,148,5,-7,2454667,,4.2,0.7,-0.7,Mass,1334.879309,222.4798849,13,1.16,Radial Velocity,Anglo-Australian Telescope,2002,Jones et al. 2002,,,0,5909,1.22,1.394,0.2,4.188,6.04,26.6902,1
HD97037,116,HD 97037,HD 97037 b,direct,,6449.08337,141.956,-153.98638,6.925,0.283,-0.318,0.357,0.027,-0.03,109.386,2.336,-1.955,59.443,0.881,-0.832,14.561,0.798,-0.713,2445839.855,,21.105,1.96,-2.07,Mass,6707.76853,622.9436777,12.1,1.08,Radial Velocity,Multiple Observatories,2022,Feng et al. 2022,,,0,5874.1,1.06,1.26356,-0.0773,4.26018,6.81828,32.413,1
HD110113,115,HD 110113,HD 110113 c,direct,,6.744,0.008,-0.009,0.068,0.001,-0.002,0.045,0.079,-0.038,,,,3.58,0.37,-0.37,,,,,2458576.159,0.03303653,0.0037756,-0.0037756,Msini,10.5,1.2,2.11384817,0.18858523,Radial Velocity,La Silla Observatory,2021,Osborn et al. 2021,,,0,5732,0.997,0.968,0.14,4.46,10.09,106.307,2
HD110113,115,HD 110113,HD 110113 b,direct,,2.541,0.0005,-0.001,0.035,0.001,-0.001,0.093,0.079,-0.064,359.53,0.68,-0.68,2.15,0.28,-0.28,87.69,1.61,-1.94,,2458570.101,0.01431583,0.00195073,-0.00195073,Mass,4.55,0.62,2.05,0.18288875,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,Osborn et al. 2021,,,0,5732,0.997,0.968,0.14,4.46,10.09,106.307,2
GJ2126,114,GJ 2126,GJ 2126 b,direct,,272.7,0.1,-0.1,0.71,0.03,-0.03,0.85,0.01,-0.01,10,1,-1,101,11,-6,,,,2453371,,1.3,0.2,-0.1,Msini,413.1769291,63.5656814,13.6,1.22,Radial Velocity,La Silla Observatory,2025,Schorr et al. 2025,,,0,4159,0.65,0.728,0.6,4.527,10.7,38.129,1
HD181720,114,HD 181720,HD 181720 b,direct,,956,14,-14,1.85,0.04,-0.04,0.26,0.06,-0.06,177,12,-12,8.4,0.4,-0.4,,,,2453631,,0.4,0.06,-0.06,Msini,127.132,19.0698,14,1.25,Radial Velocity,La Silla Observatory,2009,Santos et al. 2010,,,0,5736,1.03,1.5,-0.62,4.09,7.84,60.2046,1
HD76700,114,HD 76700,HD 76700 b,direct,,3.97097,0.00023,-0.00023,0.05,0,0,0.09,0.08,-0.08,30,,,27.6,1.7,-1.7,,,,2451212.9,,0.21,0.03,-0.03,Msini,66.7443,9.5349,9.6,0.856,Radial Velocity,Anglo-Australian Telescope,2002,Tinney et al. 2003,,,0,5644,0.99,1.37,0.31,4.16,8.16,60.8831,1
HD85390,114,HD 85390,HD 85390 b,direct,,799.52,2.41,-2.41,1.373,0.035,-0.035,0.5,0.05,-0.05,250,8,-8,3.8,0.3,-0.3,,,,,,0.099,0.01,-0.01,Msini,31.46517,3.1783,6.16,0.55,Radial Velocity,La Silla Observatory,2011,Mordasini et al. 2011,,,0,5186,0.758,0.8,-0.07,4.41,8.54,33.5225,1
HD156846,113,HD 156846,HD 156846 b,direct,,359.51001,0.09,-0.09,1.12,0.02,-0.02,0.85,0,0,51.62,0.16,-0.16,464.3,3,-3,,,,2455076.686,,10.67,0.74,-0.74,Msini,3391.2461,235.1942,12.4,1.11,Radial Velocity,La Silla Observatory,2007,Tamuz et al. 2008,,,0,6090,1.38,1.9,0.15,4.02,6.5,47.7332,1
TOI-500,113,TOI-500,TOI-500 b,direct,,0.548177,1.9e-05,-1.9e-05,0.01189,0.00041,-0.0004,0.063,0.073,-0.044,228.5,72.9,-160.6,1.35,0.17,-0.17,82.09,2.53,-1.31,,2458468.391,0.00446782,0.00056634,-0.00056634,Mass,1.42,0.18,1.166,0.10402373,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,Giacalone et al. 2022,,,0,4440,0.74,0.678,0.12,4.618,10.54,47.3924,4
TOI-500,113,TOI-500,TOI-500 c,direct,,6.6356,0.004,-0.004,,,,0.072,0.074,-0.05,228,100,-197,2.1,0.17,-0.17,,,,,2458561.96,0.01582615,0.00129,-0.00129,Msini,5.03,0.41,2.09,0.187,Radial Velocity,La Silla Observatory,2022,Serrano et al. 2022,,,0,4440,0.74,0.678,0.12,4.618,10.54,47.3924,4
TOI-500,113,TOI-500,TOI-500 d,direct,,26.233,0.02,-0.02,,,,0.016,0.017,-0.011,189.6,92.3,-92.3,8.72,0.19,-0.19,,,,,2458587.22,0.10420717,0.00276879,-0.00276879,Msini,33.12,0.88,6.35,0.567,Radial Velocity,La Silla Observatory,2022,Serrano et al. 2022,,,0,4440,0.74,0.678,0.12,4.618,10.54,47.3924,4
TOI-500,113,TOI-500,TOI-500 e,direct,,61.3,0.28,-0.28,,,,0.073,0.068,-0.051,103.7,228.2,-80.7,3,0.22,-0.22,,,,,2458865.82,0.0473526,0.00352391,-0.00349245,Msini,15.05,1.12,3.99,0.356,Radial Velocity,La Silla Observatory,2022,Serrano et al. 2022,,,0,4440,0.74,0.678,0.12,4.618,10.54,47.3924,4
HD110014,111,HD 110014,HD 110014 b,direct,,835.477,6.04,-6.04,2.14,0.03,-0.03,0.462,0.069,-0.069,290.6,3.8,-3.8,158.2,14.4,-14.4,,,,2451796.907,,11.09,1,-1,Msini,3524.59,317.82,12.4,1.11,Radial Velocity,La Silla Observatory,2009,de Medeiros et al. 2009,,,0,4445,2.17,20.9,0.19,2.1,4.64597,100.758,1
HD121504,111,HD 121504,HD 121504 b,direct,,63.33,0.03,-0.03,0.33,0.01,-0.01,0.03,0.01,-0.01,265,12,-12,55.8,0.9,-0.9,,,,2451450,,1.51,0.13,-0.13,Msini,479.9233,41.3179,13.6,1.21,Radial Velocity,La Silla Observatory,2003,Mayor et al. 2004,,,0,6027,1.62,1.07,0.15,4.59,7.54,41.6592,1
HD67200,110,DMPP-6,DMPP-6 b,direct,,7.6027,0.0261,-0.0016,0.0779,0.0016,-0.0012,0.34,0.11,-0.14,175,22,-15,1.93,0.3,-0.27,,,,2458862.32,,0.01824884,0.00295757,-0.00251708,Msini,5.8,0.94,2.28,0.203,Radial Velocity,Multiple Observatories,2026,Standing et al. 2026,,,0,6182.09,1.079,1.27,0.32,4.31374,7.71,54.6303,2
HD67200,110,DMPP-6,DMPP-6 c,direct,,36.441,0.077,-0.07,0.2206,0.0033,-0.0039,0.31,,,178,38,-28,2.54,0.26,-0.3,,,,2458842.5,,0.04238136,0.00503416,-0.00619831,Msini,13.47,1.6,3.74,0.334,Radial Velocity,Multiple Observatories,2026,Standing et al. 2026,,,0,6182.09,1.079,1.27,0.32,4.31374,7.71,54.6303,2
HIP49067,110,BD-08 2823,BD-08 2823 c,direct,,237.6,1.5,-1.5,0.68,0.02,-0.02,0.19,0.09,-0.09,-233,21,-21,13.4,1,-1,,,,2454193,,0.33,0.03,-0.03,Msini,104,10,12.5,1.11,Radial Velocity,La Silla Observatory,2009,H&eacute;brard et al. 2010,,,0,4746,0.74,0.71,-0.07,4.13,9.86,41.3342,2
HIP49067,110,BD-08 2823,BD-08 2823 b,direct,,5.6,0.02,-0.02,0.06,0,0,0.15,0.15,-0.15,30,100,-100,6.5,0.1,-0.1,0.2746,,,2454637.7,,9.277,,,Mass,2948.494132,,,,Radial Velocity,La Silla Observatory,2009,H&eacute;brard et al. 2010,,,0,4816,0.5,0.71,-0.06,4.43,9.86,41.3342,2
HD222259A,109,DS Tuc A,DS Tuc A b,direct,,8.138268,1.1e-05,-1.1e-05,,,,0,,,,,,,,,89.5,0.34,-0.41,2458332.31,2458332.31,1.3,,,Mass,413.179,,5.7,0.50851994,Transit,Transiting Exoplanet Survey Satellite (TESS),2019,Newton et al. 2019,,,0,5428,1.01,0.964,0,4.6,8.17,44.0622,1
HD29391,109,51 Eri,51 Eri b,direct,,9100,1100,-1500,10.4,0.8,-1.1,0.57,0.08,-0.06,82,23,-23,,,,141,9,-7,2461699,,10.9,,,Mass,3464.329636,,,,Imaging,Gemini Observatory,2015,Macintosh et al. 2015,,,0,7422,1.75,1.45,0.13,4.31078,5.21149,29.7575,1
HD199665,108,18 Del,18 Del b,direct,,982.85,1.06,-0.92,2.476,0.002,-0.002,0.024,0.007,-0.018,64.11,28.8,-57.98,114.96,1.98,-0.96,,,,2454356.1,,9.207,0.16,-0.077,Msini,2926.246143,50.85254512,12.5,1.12,Radial Velocity,Okayama Astrophysical Observatory,2008,Sato et al. 2008,,,0,4980,2.1,8.8,-0.06,2.87,5.51048,76.222,1
HD109271,107,HD 109271,HD 109271 b,direct,,7.8543,0.0009,-0.0009,0.079,0.001,-0.001,0.25,0.08,-0.08,-64,20,-20,5.6,0.5,-0.5,,,,2455719.1,,0.054,0.004,-0.004,Msini,17.162,1.271,4.31,0.385,Radial Velocity,La Silla Observatory,2013,Lo Curto et al. 2013,,,0,5783,1.047,1.294595,0.1,4.28,8.04,55.8716,2
HD109271,107,HD 109271,HD 109271 c,direct,,30.93,0.02,-0.02,0.196,0.003,-0.003,0.15,0.09,-0.09,4,120,-120,4.9,0.4,-0.4,,,,2455733,,0.076,0.007,-0.007,Msini,24.154,2.225,5.27,0.47,Radial Velocity,La Silla Observatory,2013,Lo Curto et al. 2013,,,0,5783,1.047,1.294595,0.1,4.28,8.04,55.8716,2
HD114729,107,HD 114729,HD 114729 b,direct,,1121.79,3.53,-3.43,2.067,0.01,-0.01,0.079,0.029,-0.032,77.059,27.681,-27.685,16.91,0.53,-0.52,,,,2454947.7,2451631,0.825,0.007,-0.007,Msini,262.20975,2.22481,13.9,1.24,Radial Velocity,W. M. Keck Observatory,2002,Butler et al. 2003,,,0,5844,0.936,1.473,-0.33,4.046,6.68,37.8063,1
HD18599,106,HD 18599,HD 18599 b,direct,,4.1374354,3.6e-06,-3.7e-06,0.048,0.0004,-0.0004,0.34,0.07,-0.09,-2.5,16.3,-17.8,11.3,3.3,-3.6,87.6,1.4,-1,2458726.41,2459111.739,0.07582708,0.0223391,-0.02422691,Mass,24.1,7.1,2.6,0.23195686,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,Desidera et al. 2023,,,0,5145,0.863,0.767,0,4.54,8.99,38.5653,1
HD564,106,HD 564,HD 564 b,direct,,492.3,2.3,-2.3,1.2,0.02,-0.02,0.096,0.067,-0.067,314,31,-31,8.79,0.45,-0.45,,,,2455433,,0.33,0.03,-0.03,Msini,104.88,9.54,12.5,1.12,Radial Velocity,La Silla Observatory,2014,Moutou et al. 2015,,,0,5902,0.961,1.01,-0.2,4.53,8.32,51.1659,1
